student_id,gender,ethnicity,city,district,program_start,program_status,programEnd,grad_date,feeder_id
10074,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/8/2008,Terminated,,,44
10086,M,Creole,Belize City,BELIZE,8/20/2008,Graduated,12/20/2010,12/20/2010,40
10114,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/18/2008,Terminated,,,44
10145,F,Creole,HATTIEVILLE VILLAGE,BELIZE,8/18/2008,Dropped,,,48
10156,M,Mestizo,Santa Elena Town,Cayo,1/16/2012,Transferred,,,13
10173,F,Creole,Belize City,BELIZE,8/20/2008,Transferred,,,42
10182,M,Mayan,BENQUE VIEJO DEL CARMEN,Cayo,8/20/2008,Graduated,5/25/2010,5/25/2010,32
10208,M,Mestizo,ORANGE WALK,ORANGE WALK,8/20/2008,Graduated,5/25/2010,5/25/2010,26
10239,M,Mayan,Belmopan City,Cayo,8/20/2008,Graduated,5/25/2010,5/25/2010,30
10266,M,Creole,Belize City,BELIZE,8/18/2008,Terminated,,,40
10275,M,Caucasian,SAN IGNACIO,Cayo,8/18/2008,Terminated,,,
10293,M,Creole,Belize City,BELIZE,8/18/2008,Terminated,,,47
10306,M,Creole,Belmopan City,Cayo,8/20/2008,Dropped,,,30
10321,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/20/2008,Graduated,5/25/2010,5/25/2010,32
10347,M,Creole,DANGRIGA TOWN,STANN CREEK,8/18/2008,Terminated,,,25
10375,M,Creole,Belmopan City,Cayo,8/18/2008,Transferred,,,66
10382,F,Other,Belize City,BELIZE,8/20/2008,Graduated,5/24/2011,5/24/2011,48
10415,M,Mestizo,SAN IGNACIO TOWN,Cayo,8/1/2019,In Process,,,13
10427,F,Mestizo,Belmopan City,Cayo,8/18/2008,Transferred,,,66
10437,M,Mestizo,Belmopan City,Cayo,8/17/2015,Terminated,,,27
10446,M,Creole,Belmopan City,Cayo,8/20/2008,Graduated,1/29/2011,1/29/2011,30
10471,M,Creole,Belmopan City,Cayo,1/19/2009,Terminated,,,
10500,M,Mestizo,Belize City,BELIZE,8/18/2008,Terminated,,,28
10506,F,East Indian,BELIZE DISTRICT,BELIZE,8/13/2012,Dropped,,,10
10533,F,Creole,Belize City,BELIZE,8/18/2008,Terminated,,,10
10542,M,Mestizo,Belmopan City,Cayo,1/19/2009,Terminated,,,
10565,M,Creole,CAMALOTE VILLAGE,Cayo,1/20/2013,Terminated,,,13
10568,M,Creole,Belmopan City,Cayo,8/1/2018,In Process,,,30
10591,M,Creole,Belmopan City,Cayo,1/18/2010,Terminated,,,13
10601,M,Mestizo,Belmopan City,Cayo,8/19/2013,Terminated,,,13
10609,F,Creole,ROARING CREEK VILLAGE,Cayo,8/12/2013,Terminated,,,13
10614,M,Oriental,Belmopan City,Cayo,8/20/2008,Graduated,12/20/2010,12/20/2010,13
10627,M,Mestizo,SANTA ELENA,Cayo,8/18/2008,Terminated,,,26
10646,M,Other,Belize City,BELIZE,8/20/2008,Terminated,,,
10653,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/18/2008,Terminated,,,
10669,M,Creole,,Cayo,8/20/2008,Dropped,,,32
10677,M,East Indian,INDIANVILLE,TOLEDO,1/19/2009,Terminated,,,
10697,F,Garifuna,ROARING CREEK VILLAGE,Cayo,8/18/2008,Terminated,,,30
10715,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/18/2008,Dropped,,,44
10720,M,Creole,Belmopan City,Cayo,8/18/2008,Dropped,,,30
10731,M,Mestizo,DANGRIGA TOWN,STANN CREEK,8/18/2008,Terminated,,,25
10734,M,Creole,,Cayo,1/19/2009,Terminated,,,
10762,M,Creole,Belize City,BELIZE,8/18/2008,Terminated,,,48
10773,F,Creole,Belize City,BELIZE,8/20/2008,Transferred,,,20
10785,M,Mestizo,,ORANGE WALK,8/15/2016,Terminated,,,13
10788,M,Creole,Belize City,BELIZE,1/17/2011,Terminated,,,13
10793,F,Mestizo,Belmopan City,Cayo,8/17/2009,Transferred,,,29
10801,M,Mestizo,DANGRIGA TOWN,STANN CREEK,5/15/2009,Dropped,,,25
10807,M,Oriental,Belmopan City,Cayo,8/17/2009,Graduated,5/24/2011,5/24/2011,30
10832,M,Mestizo,ORANGE WALK DISTRICT,BELIZE,8/4/2009,Transferred,,,
10840,M,Mestizo,Cayo,BELIZE,8/17/2009,Terminated,,,32
10859,M,Creole,Belize City,BELIZE,8/3/2012,Terminated,,,20
10863,F,Mestizo,Belmopan City,Cayo,8/17/2009,Transferred,,,30
10870,M,Mestizo,Belize City,BELIZE,8/17/2009,Graduated,5/22/2012,5/22/2012,40
10889,M,Mestizo,,COROZAL,8/17/2009,Dropped,,,28
10901,M,Mestizo,Santa Elena Town,Cayo,8/17/2009,Dropped,,,27
10914,M,Creole,Belize City,BELIZE,8/17/2009,Terminated,,,63
10925,F,Mestizo,SAN PEDRO TOWN,BELIZE,8/17/2009,Terminated,,,39
10955,M,Creole,ORANGE WALK TOWN,ORANGE WALK,8/17/2009,Terminated,,,20
10958,F,Mestizo,Belmopan City,Cayo,8/17/2009,Dropped,,,30
10971,M,Creole,PUNTA GORDA,TOLEDO,8/17/2009,Transferred,,,45
10977,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/17/2009,Dropped,,,27
10983,F,Creole,Belmopan City,Cayo,8/17/2009,Dropped,,,17
11004,F,Creole,Belmopan City,Cayo,8/17/2009,Graduated,5/24/2011,5/24/2011,66
11029,F,Oriental,Belmopan City,Cayo,8/17/2009,Graduated,5/24/2011,5/24/2011,72
11054,M,East Indian,SANTA ELENA,Cayo,8/17/2009,Transferred,,,
11082,M,Mestizo,SAN NARCISO VILLAGE,COROZAL,8/17/2009,Terminated,,,28
11096,M,Mestizo,SAN ANTONIO VILLAGE,Cayo,8/17/2009,Dropped,,,27
11107,M,Mestizo,SAN LAZARO VILLAGE,ORANGE WALK,8/17/2009,Graduated,12/12/2011,12/12/2011,26
11132,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/17/2009,Transferred,,,26
11138,M,Oriental,Belmopan City,Cayo,8/17/2009,Graduated,12/12/2011,12/12/2011,30
11164,M,Mestizo,Belmopan City,Cayo,8/17/2009,Transferred,,,30
11169,M,Mestizo,INDEPENDENCE VILLAGE,STANN CREEK,8/17/2009,Terminated,,,36
11191,F,Creole,,Cayo,8/17/2009,Dropped,,,16
11198,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/17/2009,Graduated,5/24/2011,5/24/2011,33
11224,M,Oriental,Belmopan City,Cayo,8/17/2009,Graduated,5/24/2011,5/24/2011,40
11250,M,Mestizo,Belize City,BELIZE,8/17/2009,Terminated,,,48
11277,F,East Indian,SANDHILL VILLAGE,BELIZE,8/13/2012,Graduated,12/7/2015,12/7/2015,10
11301,M,East Indian,Belize City,BELIZE,8/1/2020,In Process,,,10
11319,M,Other,Belmopan City,Cayo,8/15/2011,Terminated,,,
11344,M,Creole,BURRELL BOOM VILLAGE,BELIZE,5/17/2010,Dropped,,,
11353,M,Mestizo,Belmopan City,Cayo,5/30/2011,Terminated,,,30
11356,M,Creole,Belize City,BELIZE,8/17/2009,Dropped,,,20
11371,M,East Indian,Belize City,BELIZE,8/17/2009,Dropped,,,20
11378,M,Garifuna,Belmopan City,Cayo,8/19/2013,Dropped,,,66
11404,M,Creole,BELMOPAN,Cayo,8/17/2009,Terminated,,,
11423,M,Oriental,Belmopan City,Cayo,8/17/2009,Graduated,5/22/2012,5/22/2012,25
11449,F,Mestizo,Belize City,BELIZE,8/17/2009,Terminated,,,
11462,M,Creole,BELMOPAN,Cayo,8/7/2009,Transferred,,,
11468,M,Creole,ROARING CREEK VILLAGE,Cayo,1/20/2014,Dropped,,,13
11471,M,Mayan,,STANN CREEK,8/16/2010,Terminated,,,13
11506,M,Creole,PUNTA GORDA TOWN,TOLEDO,1/17/2010,Dropped,,,45
11517,M,Mayan,PUNTA GORDA,TOLEDO,1/19/2010,Terminated,,,45
11521,M,Mestizo,Belmopan City,Cayo,8/17/2015,Graduated,12/10/2018,12/10/2018,27
11551,M,Mayan,Belmopan City,Cayo,12/8/2009,Terminated,,,49
11564,M,East Indian,,Cayo,12/8/2009,Terminated,,,27
11580,M,Garifuna,STANN CREEK,STANN CREEK,1/18/2010,Graduated,12/12/2019,12/12/2019,21
11618,M,Creole,Belmopan City,Cayo,8/18/2014,Graduated,12/4/2017,12/4/2017,66
11654,M,Mayan,Cayo,BELIZE,8/16/2010,Dropped,,,30
11688,F,Mayan,BENQUE VIEJO TOWN,Cayo,8/17/2015,Terminated,,,45
11692,M,Creole,Belize City,BELIZE,5/13/2010,Terminated,,,22
11702,M,Unknown,Belize City,BELIZE,5/13/2010,Dropped,,,20
11725,M,Caucasian,Belmopan City,Cayo,8/16/2010,Dropped,,,72
11743,M,Unknown,Belmopan City,Cayo,5/13/2010,Terminated,,,30
11750,M,Caucasian,Belmopan City,Cayo,5/13/2010,Terminated,,,51
11753,M,Garifuna,DANGRIGA TOWN,STANN CREEK,5/14/2010,Graduated,12/10/2012,12/10/2012,25
11782,M,Ketchi,BELMOPAN,Cayo,5/14/2010,Terminated,,,66
11822,M,Mestizo,STANN CREEK DISTRICT,STANN CREEK,8/16/2010,Dropped,,,36
11828,M,Mestizo,Belmopan City,Cayo,8/16/2010,Graduated,7/19/2013,7/19/2013,66
11854,F,Garifuna,BELMOPAN,Cayo,5/14/2010,Terminated,,,30
11886,F,Mestizo,VALLEY OF PEACE,Cayo,8/16/2010,Dropped,,,30
11891,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,5/14/2010,Terminated,,,38
11900,M,Mestizo,Belize City,BELIZE,5/14/2010,Terminated,,,10
11908,M,Mestizo,SANTA FAMILIA VILLAGE,Cayo,5/14/2010,Terminated,,,32
11930,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,1/17/2011,Dropped,,,32
11964,M,Mestizo,Cayo,BELIZE,8/16/2010,Graduated,5/22/2012,5/22/2012,27
11989,F,Mestizo,SANTA ELENA,Cayo,8/16/2010,Dropped,,,27
11995,M,Unknown,BURRELL BOOM VILLAGE,BELIZE,5/17/2010,Terminated,,,61
12009,F,Mestizo,Belize City,BELIZE,5/17/2010,Terminated,,,56
12021,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/16/2010,Terminated,,,32
12041,M,Mayan,TOLEDO DISTICT,TOLEDO,5/17/2010,Terminated,,,45
12064,M,Creole,Belmopan City,Cayo,5/17/2010,Terminated,,,66
12069,F,Mestizo,SANTA ELENA,Cayo,8/16/2010,Graduated,5/19/2014,5/19/2014,50
12112,M,Mestizo,ORANGE WALK  DISTRICT,ORANGE WALK,5/17/2010,Terminated,,,73
12118,F,Creole,Belize City,BELIZE,8/16/2010,Terminated,,,40
12132,F,Mayan,Belmopan City,Cayo,5/17/2010,Dropped,,,49
12173,M,Creole,Belmopan City,Cayo,8/16/2010,Graduated,12/10/2012,12/10/2012,66
12198,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/16/2010,Dropped,,,26
12207,M,Mestizo,Belmopan City,Cayo,8/26/2014,Terminated,,,49
12227,M,Mestizo,ORANGE WALK  DISTRICT,ORANGE WALK,8/15/2016,Terminated,,,26
12262,M,Unknown,DANGRIGA TOWN,STANN CREEK,5/17/2010,Terminated,,,2
12276,M,Mestizo,Belmopan City,Cayo,8/16/2010,Dropped,,,11
12281,M,Creole,Belmopan City,Cayo,8/15/2011,Terminated,,,13
12297,M,Mestizo,TOLEDO DISTRICT,BELIZE,6/4/2010,Terminated,,,36
12322,M,Mestizo,Belize City,BELIZE,8/16/2010,Dropped,,,10
12333,M,Mestizo,Belmopan City,Cayo,6/4/2010,Terminated,,,30
12350,M,Mestizo,Belmopan City,Cayo,6/4/2010,Terminated,,,30
12354,M,Other,SAN IGNACIO,Cayo,6/4/2010,Terminated,,,27
12358,M,Creole,,BELIZE,8/18/2014,Terminated,,,10
12370,M,Creole,Belmopan City,Cayo,8/1/2020,Terminated,,,30
12375,M,Creole,,Cayo,8/14/2017,Terminated,,,
12398,F,Mayan,,ORANGE WALK,1/20/2014,Dropped,,,
12404,M,Creole,CAMALOTE VILLAGE,Cayo,6/28/2011,Terminated,,,
12412,M,Mestizo,ROARING CREEK VILLAGE,Cayo,5/27/2011,Terminated,,,66
12422,F,Garifuna,Belmopan City,Cayo,1/16/2012,Graduated,5/22/2012,5/22/2012,13
12429,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/15/2011,Terminated,,,13
12432,F,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,8/15/2011,Graduated,5/13/2013,5/13/2013,27
12455,M,Creole,Cayo,BELIZE,7/13/2010,Terminated,,,11
12461,M,Creole,,BELIZE,7/15/2010,Terminated,,,22
12466,M,Garifuna,COROZAL TOWN,BELIZE,8/16/2010,Graduated,12/12/2011,12/12/2011,51
12478,M,Mestizo,Belmopan City,Cayo,3/25/2011,Dropped,,,30
12487,M,Mestizo,TOLEDO,BELIZE,3/25/2011,Terminated,,,45
12503,M,Mayan,COROZAL,BELIZE,3/25/2011,Terminated,,,18
12519,M,Creole,Belmopan City,Cayo,3/25/2011,Terminated,,,30
12520,M,Mestizo,,Cayo,8/12/2013,Graduated,12/4/2017,12/4/2017,27
12554,M,Garifuna,STANN CREEK,BELIZE,3/25/2011,Terminated,,,2
12575,M,Creole,BELMOPAN,Cayo,1/16/2017,Terminated,,,30
12585,F,Mayan,,Cayo,8/15/2011,Dropped,,,30
12591,M,Mestizo,Belmopan City,Cayo,3/25/2011,Terminated,,,30
12594,F,Mestizo,,BELIZE,8/15/2011,Dropped,,,17
12604,F,East Indian,Belize City,BELIZE,8/13/2012,Transferred,,,13
12617,M,Creole,Belmopan City,Cayo,8/15/2011,Graduated,12/4/2017,12/4/2017,30
12656,M,Mestizo,SAN IGNACIO,Cayo,8/15/2016,Graduated,5/16/2016,5/16/2016,13
12706,M,Mestizo,Cayo,BELIZE,1/16/2012,Graduated,12/7/2015,12/7/2015,27
12729,M,Other,Belmopan City,Cayo,8/13/2012,Graduated,5/19/2014,5/19/2014,13
12753,M,Creole,CITY OF BELMOPAN,Cayo,8/13/2012,Terminated,,,13
12793,M,Creole,Cayo,BELIZE,8/19/2013,Dropped,,,
12797,M,Creole,BELMOPAN,Cayo,8/1/2019,In Process,,,30
12829,M,Creole,Belize City,BELIZE,8/9/2012,Dropped,,,
12847,M,Creole,STANN CREEK,BELIZE,8/19/2013,Graduated,5/18/2015,5/18/2015,13
12859,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,5/27/2011,Transferred,,,71
12868,M,Creole,Cayo,BELIZE,5/27/2011,Terminated,,,9
12872,M,Creole,STANN CREEK,BELIZE,8/15/2011,Graduated,5/13/2013,5/13/2013,2
12896,M,Creole,Belmopan City,Cayo,5/27/2011,Terminated,,,66
12909,M,Mestizo,Belmopan City,Cayo,8/15/2011,Terminated,,,30
12930,M,Mestizo,Santa Elena Town,Cayo,5/27/2011,Dropped,,,27
12948,M,Mestizo,Belmopan City,Cayo,5/27/2011,Terminated,,,66
12953,M,Creole,Cayo,BELIZE,5/27/2011,Terminated,,,27
12958,M,Creole,Belmopan City,Cayo,1/4/2018,Terminated,,,66
12980,M,Creole,Belize City,BELIZE,8/16/2011,Terminated,,,20
12997,M,Mayan,,BELIZE,5/27/2011,Terminated,,,49
13000,M,Mayan,Belize City,BELIZE,8/18/2014,Graduated,12/12/2016,12/12/2016,36
13028,M,Creole,Belize City,BELIZE,5/27/2011,Dropped,,,40
13065,M,Garifuna,STANN CREEK,BELIZE,8/15/2011,Dropped,,,
13072,F,Mestizo,BELMOPAN,Cayo,5/27/2011,Terminated,,,17
13083,M,Mestizo,Cayo,BELIZE,5/27/2011,Terminated,,,30
13102,M,Creole,Belize City,BELIZE,5/27/2011,Terminated,,,10
13110,M,Mestizo,Belmopan City,Cayo,5/27/2011,Terminated,,,49
13113,M,Oriental,Cayo,BELIZE,5/27/2011,Terminated,,,27
13140,M,Mestizo,Cayo,BELIZE,8/15/2011,Graduated,6/13/2013,6/13/2013,27
13165,F,Creole,,BELIZE,5/27/2011,Dropped,,,27
13181,F,Creole,Belize City,BELIZE,8/15/2011,Graduated,5/13/2013,5/13/2013,40
13206,M,Mestizo,,BELIZE,1/16/2012,Graduated,5/19/2014,5/19/2014,13
13231,M,Creole,Belmopan City,Cayo,5/30/2011,Terminated,,,66
13237,M,Creole,,Cayo,5/30/2011,Transferred,,,30
13259,F,Mestizo,,BELIZE,8/15/2011,Terminated,,,39
13284,M,Mestizo,BELMOPAN,Cayo,8/1/2018,Terminated,,,66
13298,F,Creole,Belize City,BELIZE,5/30/2011,Terminated,,,40
13302,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,5/30/2011,Graduated,5/14/2018,5/14/2018,27
13334,M,Mestizo,,BELIZE,5/30/2011,Graduated,5/19/2014,5/19/2014,27
13369,M,Garifuna,Belize City,BELIZE,5/30/2011,Dropped,,,10
13380,M,Mayan,SAN ANTONIO VILLAGE,Cayo,5/30/2011,Terminated,,,27
13388,M,Creole,Cayo,Cayo,8/17/2015,Terminated,,,
13392,M,Mestizo,COROZAL TOWN,COROZAL,1/18/2012,Dropped,,,
13410,M,Garifuna,TOLEDO,BELIZE,8/15/2011,Graduated,5/18/2015,5/18/2015,45
13440,M,Creole,,BELIZE,1/16/2012,Terminated,,,13
13444,M,Mestizo,,BELIZE,8/15/2011,Terminated,,,39
13461,M,Other,Belmopan City,Cayo,12/1/2015,Terminated,,,76
13466,F,East Indian,Belize City,BELIZE,5/30/2012,Terminated,,,40
13471,M,Mestizo,Belize City,BELIZE,5/30/2011,Dropped,,,10
13475,F,Mestizo,,BELIZE,8/19/2013,Terminated,,,13
13520,F,Creole,Cayo,BELIZE,1/14/2013,Dropped,,,
13547,M,Mestizo,BELMOPAN,Cayo,1/14/2013,Graduated,5/15/2017,5/15/2017,30
13569,M,Garifuna,Belmopan City,Cayo,8/18/2014,Dropped,,,
13572,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,6/1/2012,Terminated,,,27
13578,M,Creole,Belmopan City,Cayo,8/13/2012,Graduated,5/16/2016,5/16/2016,42
13612,M,Mestizo,Belmopan City,Cayo,6/1/2012,Dropped,,,27
13627,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,5/27/2012,Terminated,,,32
13642,M,Creole,Belmopan City,Cayo,8/19/2013,In Process,,,13
13685,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/16/2012,Graduated,5/18/2015,5/18/2015,25
13712,M,Creole,Belize City,BELIZE,8/19/2013,Terminated,,,
13718,M,Creole,Belmopan City,Cayo,8/17/2012,Terminated,,,30
13721,M,Mestizo,SAN PEDRO AMBERGRIS CAYE,BELIZE,5/27/2012,Terminated,,,3
13727,F,Mestizo,Belmopan City,Cayo,5/29/2012,Terminated,,,66
13757,M,Mestizo,Belize City,BELIZE,5/29/2012,Transferred,,,10
13769,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,5/29/2012,Dropped,,,32
13778,F,Mestizo,Belize City,BELIZE,8/13/2012,Terminated,,,17
13804,M,Mestizo,SANTA FAMILIA VILLAGE,Cayo,5/29/2012,Terminated,,,32
13813,M,Creole,Belize City,BELIZE,8/16/2012,Dropped,,,20
13822,M,Mestizo,SAN IGNACIO,Cayo,5/29/2012,Terminated,,,11
13826,M,Mestizo,Belmopan City,Cayo,8/13/2012,Graduated,5/18/2015,5/18/2015,30
13853,F,Mestizo,Belmopan City,Cayo,5/29/2012,Terminated,,,66
13868,M,Mestizo,GUINEA GRASS VILLAGE,ORANGE WALK,5/29/2012,Graduated,5/16/2016,5/16/2016,26
13898,M,Oriental,SAN IGNACIO,Cayo,8/13/2012,Graduated,5/19/2014,5/19/2014,11
13923,M,Creole,COROZAL TOWN,COROZAL,8/13/2012,Graduated,5/16/2016,5/16/2016,51
13961,F,Mestizo,,STANN CREEK,5/29/2012,Dropped,,,
13973,M,Mestizo,,Cayo,5/29/2012,Graduated,5/16/2016,5/16/2016,27
14001,M,Mestizo,Belmopan City,Cayo,8/13/2012,Graduated,12/4/2017,12/4/2017,30
14043,M,Garifuna,DANGRIGA TOWN,STANN CREEK,5/30/2012,Terminated,,,25
14069,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/17/2015,terminated,,,2
14085,M,Garifuna,Belmopan City,Cayo,8/13/2012,Graduated,5/16/2016,5/16/2016,66
14117,M,Creole,,Cayo,1/14/2013,Terminated,,,13
14120,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,5/31/2012,Dropped,,,15
14123,F,Mestizo,ONTARIO VILLAGE,Cayo,5/31/2012,Terminated,,,35
14129,F,Creole,Belize City,BELIZE,8/13/2012,Graduated,7/25/2014,7/25/2014,40
14154,M,Mayan,SAN IGNACIO,Cayo,5/31/2012,Dropped,,,27
14159,M,Mestizo,BENQUE VIEJO DEL CARMEN,Cayo,5/31/2012,Terminated,,,32
14185,M,Mestizo,TRIAL FARM,ORANGE WALK,8/13/2012,Graduated,5/18/2015,5/18/2015,26
14213,M,Creole,BELMOPAN,Cayo,8/1/2019,Dropped,,,25
14244,M,Oriental,SAN IGNACIO TOWN,Cayo,5/31/2012,Transferred,,,27
14263,M,Mestizo,SAN IGNACIO,Cayo,5/31/2012,Dropped,,,27
14267,M,Mestizo,,Cayo,8/1/2018,Terminated,,,49
14279,M,Mestizo,SANTA ELENA,Cayo,5/31/2012,Graduated,12/7/2015,12/7/2015,11
14310,M,Mestizo,SAN IGNACIO TOWN,Cayo,5/31/2012,Dropped,,,11
14327,M,Mayan,Cayo,BELIZE,8/12/2013,Graduated,5/16/2016,5/16/2016,30
14355,M,Creole,,BELIZE,8/19/2013,Terminated,,,13
14359,M,East Indian,LADYVILLE,BELIZE,1/20/2013,Terminated,,,63
14364,M,Creole,Belize City,BELIZE,8/18/2014,Graduated,12/12/2016,12/12/2016,
14392,M,Creole,,BELIZE,8/19/2013,Terminated,,,10
14394,M,Creole,,BELIZE,8/13/2012,Terminated,,,20
14404,F,Garifuna,STANN CREEK DISTRICT,STANN CREEK,8/12/2013,Dropped,,,
14409,M,Mestizo,Belize City,BELIZE,8/1/2018,Dropped,,,13
14422,M,Mayan,STANN CREEK DISTRICT,STANN CREEK,8/19/2013,Transferred,,,13
14434,M,Creole,Belmopan City,Cayo,8/12/2013,Graduated,5/16/2016,5/16/2016,10
14457,M,Creole,Cayo,BELIZE,8/12/2013,Dropped,,,27
14465,F,Creole,Cayo,BELIZE,8/12/2013,Dropped,,,30
14470,F,Creole,Cayo,BELIZE,8/19/2013,Dropped,,,72
14476,M,Mayan,,Cayo,8/18/2014,Graduated,7/28/2017,7/28/2017,27
14506,F,Creole,Belize City,BELIZE,8/15/2013,Graduated,5/20/2022,5/20/2022,20
14551,M,Mestizo,SAN IGNACIO,Cayo,8/12/2013,Terminated,,,27
14559,M,Oriental,Belize City,BELIZE,8/12/2013,Transferred,,,10
14581,F,Creole,Belize City,BELIZE,8/12/2013,Transferred,,,10
14589,F,Creole,Cayo,BELIZE,8/12/2013,Dropped,,,30
14595,M,Mestizo,Cayo,BELIZE,8/12/2013,Terminated,,,32
14601,F,Mestizo,Belize City,BELIZE,8/12/2013,Terminated,,,56
14604,M,Mayan,SAN IGNACIO,Cayo,8/12/2013,Terminated,,,27
14621,M,Mestizo,TOLEDO   DISTRICT,TOLEDO,8/12/2013,Transferred,,,45
14629,F,Mestizo,SANTA ELENA,BELIZE,8/12/2013,Graduated,12/12/2016,12/12/2016,27
14655,M,Mestizo,Belmopan City,Cayo,8/12/2013,Graduated,12/4/2017,12/4/2017,49
14681,F,Mestizo,Belmopan City,Cayo,5/12/2013,Transferred,,,30
14693,M,Mestizo,Belmopan City,Cayo,8/12/2013,Terminated,,,47
14703,M,Mayan,SAN MIGUEL VILLAGE,TOLEDO,8/18/2014,Terminated,,,
14713,M,Garifuna,Belmopan City,Cayo,8/12/2013,Dropped,,,72
14717,M,Mestizo,STANN CREEK,BELIZE,8/12/2013,Transferred,,,36
14733,M,Mestizo,Cayo,BELIZE,8/12/2013,Terminated,,,30
14741,M,Creole,Cayo,BELIZE,8/12/2013,Graduated,12/7/2015,12/7/2015,72
14766,M,East Indian,Belmopan City,Cayo,8/12/2013,Dropped,,,66
14772,F,Mestizo,Belmopan City,Cayo,8/12/2013,Dropped,,,72
14778,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/19/2013,Terminated,,,10
14801,M,Mestizo,Cayo,BELIZE,8/19/2013,Graduated,5/18/2015,5/18/2015,30
14826,F,Oriental,Belmopan City,Cayo,8/12/2013,Transferred,,,30
14835,M,Mayan,TOLEDO   DISTRICT,TOLEDO,8/12/2013,Terminated,,,45
14841,M,Mayan,Belize City,BELIZE,8/12/2013,Dropped,,,27
14846,M,Mestizo,SAN IGNACIO,Cayo,8/12/2013,Graduated,5/16/2016,5/16/2016,27
14873,M,Creole,SAN IGNACIO,Cayo,8/12/2013,Terminated,,,50
14881,M,Creole,BELIZE,BELIZE,8/12/2013,Terminated,,,10
14885,F,Mestizo,SAN IGNACIO,Cayo,8/12/2013,Dropped,,,21
14897,M,Creole,Belmopan City,Cayo,8/19/2013,Graduated,7/22/2016,7/22/2016,30
14922,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,8/12/2013,Terminated,,,15
14928,M,Mestizo,ORANGE WALK,BELIZE,8/12/2013,Terminated,,,15
14932,F,Mestizo,Belmopan City,Cayo,8/12/2013,Transferred,,,66
14939,M,Creole,Cayo,BELIZE,8/12/2013,Graduated,5/18/2015,5/18/2015,35
14964,M,Creole,Belmopan City,Cayo,8/15/2016,Terminated,,,13
14978,F,Garifuna,Belmopan City,Cayo,8/14/2017,Terminated,,,66
14982,M,Mestizo,,Cayo,8/1/2021,In Process,,,30
14997,M,Garifuna,Belmopan City,Cayo,8/15/2022,In Process,,,30
15005,M,Creole,Belize City,BELIZE,1/20/2014,Terminated,,,13
15014,F,Mestizo,Belmopan City,Cayo,8/15/2016,Terminated,,,13
15018,F,Creole,Belize City,BELIZE,8/18/2014,Terminated,,,13
15025,F,Garifuna,DANGRIGA TOWN,STANN CREEK,8/19/2013,Terminated,,,2
15032,F,Creole,LADYVILLE VILLAGE,BELIZE,8/19/2013,Dropped,,,10
15051,M,Mestizo,Belize City,BELIZE,8/19/2013,Dropped,,,10
15056,M,Mestizo,,Cayo,8/19/2013,Terminated,,,11
15069,M,Garifuna,HOPKINS VILLAGE,STANN CREEK,8/19/2013,Terminated,,,2
15072,M,Creole,,Belize City,8/19/2013,Terminated,,,10
15083,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/19/2013,Terminated,,,10
15093,M,Garifuna,DANGRIGA TOWN,STANN CREEK,8/19/2013,Transferred,,,25
15105,M,Creole,Belize City,BELIZE,8/19/2013,In Process,,,40
15149,M,Caucasian,CAMALOTE VILLAGE,Cayo,8/19/2013,Terminated,,,30
15152,F,Mayan,,TOLEDO,8/19/2013,Dropped,,,45
15156,M,Creole,Belize City,BELIZE,8/19/2013,Terminated,,,20
15167,M,Creole,,Belize City,8/19/2013,Dropped,,,20
15173,M,Mayan,SANTA ROSA VILLAGE,STANN CREEK,8/19/2013,Terminated,,,36
15186,M,Mestizo,SAN IGNACIO TOWN,Cayo,8/19/2013,Dropped,,,27
15191,M,Mestizo,Belize City,BELIZE,8/19/2013,Terminated,,,28
15209,M,Creole,,Belize City,8/19/2013,Terminated,,,19
15215,F,Creole,Belize City,BELIZE,8/19/2013,Dropped,,,20
15227,M,Creole,LADYVILLE VILLAGE,BELIZE,8/19/2013,Dropped,,,20
15235,M,Garifuna,CHICAGO,Illinois,8/19/2013,Terminated,,,
